Customer Review,Emotion
udah 2x beli ga kuat bangetyg pertama rusak jalan (kereta api) nya macet belanja lagi eh relnya kendor ga bakal kenceng beltnya,Anger
"mantep banget,, bahan adem harga murah ,,langsung dipake anak saya.thanks seller",Happy
puas banget sesuai pesanan terima kasih,Happy
sangat kecewa dengan produk ini karena saya melihat banyak partikel hitam kecil di dalamnya bagaimana kita bisa membersihkan tangan kita dengan pembersih kotor tidak akan membeli ini lagi,Sadness
"Pelayanan sangat buruk, pengiriman barang sangat buruk dan memakan waktu yang sangat lama sampai saya kapok beli disini lagi dan tidak akan pernah lagi",Fear
Positive sesuai pesanan terima kasih pas ank sya suka,Love
"Barang palsu, bukan Hot wheels original... Made in China bukan Made MALAYSIA spt diskripsi",Fear
barang oke sesuai pesanan,Happy
"pengiriman cepat, packingan double. barang mantab. lgsg di coba n maknyus.. top dah",Love
kotaknya belum dirakit,Sadness
Gampang dirakit. Desain elegan. Penjualnya ramah banget.,Love
mantab rekomended banget,Love
Kata penjualnya baterainya 18650 tapi ternyata baterai bawaan tidak bisa diganti.Saya kecewa,Sadness
sdah sampai.. brang normal sesuai deskripsi.. pengiriman cepat..,Happy
"Cuakeeeep... maaf gapake poto.. barangnya oke, bahannya baguuusss??",Love
"saya pesan warna mustard tapi tidak sesuai,",Fear
"Produk sesuai deskripsi. Semua fitur berfungsi baik. Awalnya takut ya karena ulasannya kebanyakan pada penyok tapi ini pas sampee aman kok gaiss, aku checkoutnya sama bubble wrap dan sampe dengan aman, barangnya juga baguss lumayan kokoh harganya murah, lampunya juga terang. makasiih seller, seneng bangeet",Happy
terpaksa membeli setelah checkout hati-hati saja dengan toko ini,Fear
Pesan semua sepeda motor dan tidak menerima pengembalian,Fear
Barang yg dibeli sama sekali tdk berfungsi. Utk komplain hrs ada video unboxing (pdhal bukan kerusakan fisik). Beli dari official store ternyata sama sekali tdk menjamin kualitas barang.,Fear
Barang original mantapp,Happy
Pengiriman sangat lama,Sadness
Saya kasih bintang 2 dulu karena analog atau peluru sebelah kanan kendor dan agak ke atas,Fear
"Tidak sesuai gambar, saya kira kayu atau karton saja",Anger
Tengkyunya sesuai banget sama pesanan,Love
NOISE BANGET SURANYAA GABISA DIPAKE,Anger
Senang sekali... karena sekarang untuk produk ini packingnya tidak dilakban lakban lagi. Sudah dimasukkan plastik per 5 pack.,Happy
"Mohon dicek terlebih dahulu sebelum dikirim, khususnya SD",Fear
sepatu nya lain kulit,Anger
Saya pesan warna mustard tapi tidak cocok,Fear
Buku ini belum saya terima ....!,Fear
"Sesuai harganya, build quality nya kurang bagus. Material bodi nya dari plastik, jadinya kurang kuat nahan beban hp yg agak besar, kadang bisa jatuh tripod nya kalau hp nya di posisi nunduk. Setelah 2 tahun pemakaian, batang mount nya patah. Note: di foto saya pasangin tripod nya dgn holder merek lain, holder bawaannya kurang bagus.",Sadness
"keren banget dengan harga yang murah banget dapet kualitas yg bagus ,pelayanan seller juga responsif",Love
"Barang yang dikirim bagus, bahannya tebal dan tahan air, tahan air, penjualnya juga fast respon, thx u",Love
Taruhan yang bermanfaat,Love
mantaaaaaaaaapppppp pelayanan cepat pengirimannya top markotop 10 nasib recommended dini order malam udah nyampe luar simpel,Love
yg dipesan lain yg dikirm berbeda,Anger
"Sejauh ini kualitas dan bentuk pelet adalah yang terbaik dari semua toko yang pernah saya beli, kemasannya oke dan pengirimannya juga cepat, sangat direkomendasikan",Love
Respon barang yang cepat sesuai pesanan meningkatkan kepercayaan dan kepuasan pelanggan.Direkomendasikan,Love
"Barang nya robek dan penyok2, di chat ke penjualnya malah bilang wajar karna produksi masal. Trus tulisannya pake capslock semua tanpa bilang maaf krna produksi masal ini malah kebablasan capslock. Kan sebelum di kirim harus nya di cek dulu. Mana posisinya kebalik yg bagian dalam diluar, ngebaliknya kan susah kaku.",Anger
delivery yang harus 2 karena twinpack tapi yg didelivery satu.. sampai harus buat komplain dan tidak dapat kompensasi apa2.. the first and the last belanja sini.. official store tapi kek gitu...,Fear
"pesen warna hijau, yg di terima warna hitam",Anger
"buku sampai 2 hari setelah pemesanan, lumayan cepat pengirimannya. buku tiba dengan bubble wrap dan dalamnya masih dikemas dengan kardus lagi. overall bagus",Happy
Bukunya cepet rontok lem nya ga kuat,Fear
lampunya tidak berfungsi,Fear
"hati-hati, ada jebakan, hati-hati, judul dan deskripsi tertulis di permainan dart besar 17. Isi paket: 1 papan dart 17 inch.Padahal yang dikirim hanya ukuran 15.15 inci.Hati-hati.",Fear
Hanya 1 barang yang saya terima dari 9 yang masih dalam kondisi baik dan layak pakai,Fear
"Jahannya mantap, jahitannya RapiKualitas bahan sangat baik????. Berfungsi dengan baik.",Love
"Barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya",Happy
"Kipas ok, namun packingnya rusak, dosnya sudah terbuka.",Happy
"Rasa tidak sesuai, gk ada kerasa daun jeruknya.BAD TASTE",Anger
"berfungsi dngn baik,, playanan toko ini sangat bagus, saya saran kan belanja ditoko ini,, gak bikin kecewa pelanggan, best of the best lah toko ini,,",Love
ada 2 warna yang salah jadi saya kecewa,Sadness
Mantapppp.Build qualitynya josss Pertahankan,Love
minta warna hitam doff malah dikirim warna warni semua..tanpa konfirmasi,Sadness
Barang tidak bisa digunakan dan tidak ada CD Driver nya,Sadness
"chat terakhir dan konfirmasi katanya yg mau dikirim merk GM Bear tapi ternyata boxnya merk GM Bear tapi isinya merk lain tapi barangnya tidak sampai sesuai kesepakatan, ini bohong.",Fear
"Maaf saya kasih bintang 1 di deskripsi, sudah jelas pilihan warnanya kuning rusa, pilihan warna lain kalau tidak ada kuning, hijau atau biru, tapi yang datang adalah pink.Kalau warna yang saya inginkan tidak ada, saya harus konfirmasi dulu, tapi saya tidak kecewa, karena anak saya laki-laki bukan perempuan, malah dikasih warna pink lain kali sebelum dikirim, coba dicek lagi.",Fear
tidak nyaman dipakai,Sadness
"Saya pesan double box ini karena mau beli sepatu untuk oleh-oleh agar box aslinya tidak rusak, tapi saat barang sudah sampai box aslinya hanya tinggal 1 saja dan sudah dibungkus, alhasil box aslinya penyok, saya komplain tapi belum direspon, sayang sekali, padahal saya sudah sering belanja di toko ini, karena barang kecil mengecewakan.",Sadness
"kecewa sih sama barangnya, ngk sesuai Ekpektasi, ngk bisa dilempar dong??",Sadness
"barang nya bagus, kain elastis mantap",Happy
mac hancur padahal sudah add bubbel krn dus cuman nempel doank dekat mac jd ketindih2 tertebar,Anger
"mantap gan , barang sudah sampai dengan aman , makasih gan ??",Love
jasad diterima dg amanudah pada tes duduk pake dimobilnyaman dan kualitasnya keren pula tebaldulu pembelian prima di toko ini terus 1 tahunan yg laludanvalas duduk silikonnya yg usang masih tebal simetris seperti barunya rekomendasi bgt buat yg nyari alas duduk silikonsilakan singgah di toko ini seller juga fast respon,Love
"Gantungannya sangat tipis dan rawan patah.Setelah 1 hari pemakaian, rusak",Fear
"Barang sesuai deskripsi, recommended high quality product. Seller: packaging ok",Love
Mantap barangnya,Happy
sangat tidak cocok dgn yg tidak suka manis. Ini minuman manis bgt dan rasanya artificial mangga bgt. SALAH untuk yg expect ini minuman seger dan fresh dr mangga buah.,Fear
"Pizzanya sudah sampai, tapi pas dibuka, hancur semua padahal sudah bubble wrap",Sadness
"packingnya rapihh bangetttt, aman perjalanan jabodetabek",Love
"pengiriman cepat, power banknya berfungsi baik, mudah 2 awet. mantap",Happy
"Mesan hijau dikasih abu abu, ukuran sama, apa gak baca pesanannya? Kalau memang gaada ya dijelaskan saja kn lebih enak?",Fear
"Mengecewakan sih, seller kurang friendly",Sadness
"lumayan, sebagai pengguna baru cuman bayar ongkir 6 ribu pengiriman cepet, kualitas = harga untuk HP oke asal ga ada angin kenceng, soalnya materialnya = harga nya untuk DSLR gak rekomen",Fear
"Flash yg simple pengaturannya, harga terjangkau buat pemula oke lah. Sayang saya sudah pro hehehe",Happy
"Bahan bagus,sesuai pesanan,packing rapi,recommended seller",Love
"barang yang sampai tidak sesuai pesanan, proses komplain sangat lama dan berbelit-belit",Anger
"Respon, delivery, packing mantul??barang sesuai, Thx.",Love
"barang tidak sampai, tidak ada solusi",Fear
barang yang saya pesan tidak sesuai dengan yang saya pesan.Saya berkomunikasi lewat chat untuk meminta penukaran dan meminta bantuan Tokopedia Care namun tidak ada balasan sama sekali.Pertama kali saya mengalami hal seperti ini saat berbelanja di Toped.,Fear
mantappp,Love
"mantabbbb, barang bagus dan berkuslitass.. topp dahhh",Love
"Ngerakit nya susah2 gampang, Alhamdulillah cakeb.. Produk Sesuai. Tq seller, tq tokped",Love
pengiriman tidak sesuai estimasi,Fear
Produk original ??. Dijamin Termurah. Nyaman dipakai ??.,Happy
"yang bikin kecewa, pesen 6 item, cuma 1 yang sampai, aku masih menunggu kekurangan barang, uno tumpukan kayu, kartu uno 2 pcs dan werewolf 2 pcs, jika tidak silahkan kembalikan saja uangnya",Sadness
safely landed on the next day! masa expired pembalut masih lamaa di 2024. thank you so much ??,Love
expirednya bentar lagi ??,Sadness
pengiriman alegro dibungkus rapi bubble wrap tebel kunci original udah disampul rapih bgt unggul deh pokoknya,Love
"ujungnya sedikit robek dan rusak, tapi secara keseluruhan baik",Happy
"Talinya gak ada satu, jadi gak bisa diikatkan dibagian belakang, jadi keliatan gak pas",Sadness
suaranya masih agak kecil,Fear
"ada noda kuning di jilbab nya,pendek,kaku!",Anger
"Pertama kali beli barang online, kecewa banget.Saya membeli 20 pcs tetapi yang datang hanya 8 pcs.Ongkos kirimnya cukup mahal meskipun beratnya tidak pas.",Sadness
harga sesuai barang yah....,Happy
terima kasih banyak produk bagus selalu,Happy
"Pembelian ke 2 hanya selisih 10 hari kok maxi pelletnya beda, lebih kecil dari biasanya dan warnanya lebih gelap, aromanya juga beda",Fear
"barang ori, bagus, sesuai pesanan. packing rapih, buble wrap tebel, jadi barang aman. hanya terkendala di jasa pengiriman,",Happy
Barang pesan 3 kg dikirim 1kg brengsek,Anger
"barang pecah, dikotak tidak diberi himbauan barang mudah pecah",Fear
"Kualitas bukan foto asli, tapi hanya cetakan foto digital dgn kretas kualitas rendah. Kami tidak bisa menggunakan ini untuk exhibition kami karena kualitasnya terlalu rendah.",Fear
"Pihak toko tidak secara jelas menanyakan barang A yang sudah sampai, barang B dan pihak toko merasa benar ada barang yang belum terkirim.Pengembalian 14 hari belum tiba.",Anger
"respon bagus, packing bagus, tapi pembeli perlu tahu kalau ada masalah dengan barang ini harus kirim ke Medan kalau ada masalah wah saya gigih banget, maaf coba dipikir logikanya ada update firmware nomor 0000 dan setelah di update bisa hilang dan diupdate lagi, kaget saya tidak percaya dengan pelanggan yang membeli barang dan bayar ongkir ke Medan.Ujung-ujungnya barang masih belum diperbaiki atau ditukar, alasannya sudah dicek disana tidak ada masalah, jadi silahkan saja bagi yang mau belanja, tapi mohon hati-hati",Anger
"Lampunya sering error padahal terhubung ke wifi, saklar hidup tapi dihidupin di hp gak mau nyala",Sadness
"Sangat tidak puas dengan pelayanannya, barang yang dikirim bukan yang saya pesan",Sadness
"ditrima barangnya dg baik dan memuaskan, trimakasi ya toko Pedia smg sukses trus",Happy
"Barangnya yg dikirim tidak sesuai dg pesanan,saya pesan tas stitch dan pink minnie tp yg dikirim tas minion kedua duanya????",Fear
"Kecewa 0_1 Anak saya umur 5 bulan tidak muat, kainnya tidak lembut, tidak melar tipis, saya sangat kecewa",Sadness
barang tidak lengkap,Fear
"mohon maaf dikasih rating segini, karena barang yg dikirim tidak sesuai dan tidak ada follow up untuk penggantian barang, semoga kedepan dapat ditindak lanjuti, terima kasih banyak sebelumnya",Fear
Kecewa parah nggk berkah jualan gitu,Sadness
Mantabh surantab.. customer service nya very very reliable.. kartu nya dahsyat signal tetep seteroooong dibawa ke pelosok korea.. makasih yah kak,Happy
"Mantap gan, barang sudah sampai dengan selamat, terima kasih gan",Love
gagal produk baut tdk pas n tmpt pengisian jg tdk pas n tdk bs n boros pemakaiqnnya,Fear
Ukurannya sesuai. Bahannya adem. Produk sesuai dengan foto.,Happy
Barangnya tidak bisa dijadikan nada dering dan tidak terdengar kecewa,Sadness
Jahitannya rapi. Ukuran sesuai. Modelnya cantik ??. Warnanya cantik ??. Nyaman dipakai ?. Bahannya adem.,Happy
Proses pesanan cepat. Packaging rapi.,Happy
plastik pecah jd lembek sebagian,Fear
barang yg dikirim bukan sesuai motifnya dg yg dipesan kmd diminta untuk mengirim balik brg tsb buat ditukar tapi tdk sy lakukan krn terlalu banyak effortnya kekurir serta beri (uang) ongkir sedang yg semuanya lain krn salah customer tapi seller yg slebor mengirimbarang tp customer yg jitu ongkir cak kembali dan effort tuk ke suruhan ditengah epidemi,Anger
Jenis ikan yang dipesan adalah hadroh bulat,Anger
gak ada pengaruh tungau msih urip sdh abdi tes langsung merasa ditipu nih semoga dapat karma dah lu,Anger
Packingnya rapi banget dan wrapnya tebal. Produk original. Dikasih bonus air diffuser. Thank you,Love
Penjualnya ramah banget Proses pesanan cepat Layar sensitif. Packaging rapi Touch screen lancar Ada garansi toko,Happy
Mengapa ini tidak ada di gantungan stand yang saya pesan?Mengapa saya menambahkan biayanya?,Anger
Kualitasnya bagus. Berfungsi dengan baik.,Happy
"Barang sampai tepat waktu,aman dan rapih.....mantap gan.... Dapet bonus lagi..the bast pokoknya.. Kalian wajib blanja di olshop ini boz.... Makasih barangnya",Love
"keren banget, anakku suka banget",Love
Bahan bukan katun asli,Sadness
"Mohon diperhatikan barang yang akan dikirim sesuai, pesanan yang saya kirim sudah sesuai dari segi warna dan ukuran, namun barang kusam seperti sandal bekas.",Fear
mantul gan u kembang api roman 8shot nya ssuai diskripsi nya.. pengiriman nya juga cpt..maaf telat ulas nya ya gan barng uda di coba mantap..tks ya gan sukses selalu,Happy
"barangnya asli, adminnya responsif, saya sarankan beli disini, pokoknya lain kali bisa beli lagi disini, jadi aman, tidak perlu keluar rumah, pertahankan seller",Love
Saya dimarahi ibu saya karena tidak mempunyai cukup barang,Anger
"packing kurang rapi, kurang aman, box penyok player hancur",Sadness
"Enakk banget, isinya banyak, saosnya mantap. Seller ramah. Thank you!",Happy
"jelek, yg pasti jauh dari ori. mousepad jd ga bs dipakai kl di charger, jd getar parah. barang ga sesui foto, kayak barang lapak sebelah yg harga 80rban. padahal sebelumnya pernah beli disini dan bagus,persis spt foto yg ada indikator di ujung charger. makanya order disini lg walaupun sedikit mahal ternyata barangnya tdk sama dgn order sebelumnya",Sadness
"semuanya manatttaapp gan, semoga sukses gan",Love
Tidak menerawang. Mudah dibentuk. Warnanya cantik ??. pesanan cepat sampai. Baru pertama belanja d toko ini tidak mengecewakan.,Happy
"Pengiriman sangat lama, tidak ada notifikasi chat, tidak ada respon",Sadness
"Sangat puas dengan penjual Tineco, respon sangat cepat, barang yang dikirim juga berkualitas baik dan tepat",Love
"Packingnya kurang aman, handlenya patah, tapi bahan plastiknya rapuh, tapi pengirimannya cukup cepat",Fear
"pengriman lama, bukan dr kurirnya, tp sellernya yg lemot krim ke ekspedisi nya, dn barang juga kurang 1pcs",Anger
"puaasss selalu langganan disini bikin duplikat akses ku , proses cepat , eh ada bonus nya juga ya , terima kasih kak ??",Happy
barang penyokkkkk..ga bisa di ganti krn tdk unboxing record,Fear
krn obatnyatdk mempan basmi kutu nya sdh 3 x pakai malahmakin banyak,Sadness
barang sesuai dan datang dengan selamat,Happy
Tampak luar ok cuma resletingnya ga bisa dibuka. gerigi resletingnya sudah rusak 1,Sadness
Jangan bingung antara mengemas penyu dengan ikan,Anger
"Recomended seller, bimbing saya sampai dapat tiket kartu masuk Ancol Dufan dengan lancar, terima kasih banyak",Love
Socket ujung kendor tidak ori,Fear
mic ga berfungsi,Fear
"Produk baik sesuai deskripsi, cs juga sangat responsive dan helpful. Thank you :)",Happy
"pengiriman cepat, berfungsi tapi harus dikaretin klo ngga longgar jadi ngga bisa di pake",Fear
"Saya sangat kecewa, padahal saya ingin membelinya dan memberikannya kepada seseorang, saya tidak mendapatkan kotaknya.Sebelumnya saya membeli Diario",Sadness
"Susah d pakainya, angin banyak yg bocor,",Fear
"bukan soal uangnya ,tapi soal ke amanahannya. kirim barang ada yg nggak dikirim(tidak lengkap) bukannya berniat dikirim kekurangannya malah belibet saat di inbox berkali kali. alasan macam2 minta no pesanan dan no resi sudah dikasih tetep aja alesan belibet. salah sendiri kirim brg ngga lengkap. sangat nggak rekomended.",Fear
