Customer Review,Emotion,text_clean
"barang sesuai deskripsi & berfungsi dgn baik,,,makasih jga untuk responnya yg sangat baik",Happy,barang sesuai deskripsi berfungsi dgn baikmakasih jga untuk responnya yg sangat baik
Pasangnya gampang. Bahannya kokoh . Barangnya original ??. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Respon penjualnya top. Penjualnya ramah banget.,Happy,pasangnya gampang bahannya kokoh barangnya original proses pesanan cepat packaging aman packaging rapi respon penjualnya top penjualnya ramah banget
"Beli 2 Ezviz C6N dan sudah terpasang dua-duanya. Mudah untuk dipasang sendiri dan di setting sendiri, barang original. Gambar cukup jelas, Pan and Tilt sangat membantu untuk menemukan sudut pandang yang optimal untuk memantau. Terima kasih seller.",Happy,beli 2 ezviz c6n dan sudah terpasang duaduanya mudah untuk dipasang sendiri dan di setting sendiri barang original gambar cukup jelas pan and tilt sangat membantu untuk menemukan sudut pandang yang optimal untuk memantau terima kasih seller
"sangt bermanfaat, kamera bisa digerakan putar kiri/kanan 360, naik turun, ada mengirim suara audio. gambar kamera juga bagus.",Happy,sangt bermanfaat kamera bisa digerakan putar kirikanan 360 naik turun ada mengirim suara audio gambar kamera juga bagus
"Pengalaman pertama beli kulkas secara online, alhamdulillah pengiriman dan pengemasan baik, produk diterima dng baik tanpa kerusakan, dan kualitas produk bagus. Harga lebih miring dibanding beli langsung ke toko.",Happy,pengalaman pertama beli kulkas secara online alhamdulillah pengiriman dan pengemasan baik produk diterima dng baik tanpa kerusakan dan kualitas produk bagus harga lebih miring dibanding beli langsung ke toko
"Kulkas saat ini kondisi bagus semoga awet tidak ada kendala2, yang saya suka banget toko ini aja sendiri H-1 lebaran yang sanggup kirim di hari yang sama..pesen jam 1 jam 4 nyampe ...mantaaaap thx seller",Happy,kulkas saat ini kondisi bagus semoga awet tidak ada kendala2 yang saya suka banget toko ini aja sendiri h1 lebaran yang sanggup kirim di hari yang samapesen jam 1 jam 4 nyampe mantaaaap thx seller
Dua hari udah sampe. Gampang banget di rakit. Besinya lumayan kokoh dan sellernya sangat ramah. Terima kasih,Happy,dua hari udah sampe gampang banget di rakit besinya lumayan kokoh dan sellernya sangat ramah terima kasih
"Barang sesuai, untuk ukuran mesin cuci 1 tabung pas banget. Terima kasih Tokopedia & buat seller semoga sukses terus tokonya.",Happy,barang sesuai untuk ukuran mesin cuci 1 tabung pas banget terima kasih tokopedia buat seller semoga sukses terus tokonya
"Paket sudah diterima dan di test, lancar tanpa macet, pokoknya recommended buat yang byari printer connect cash drawer, ya panda aja, setting nya jg gampang",Happy,paket sudah diterima dan di test lancar tanpa macet pokoknya recommended buat yang byari printer connect cash drawer ya panda aja setting nya jg gampang
"Seller ramah, sabar jawab semua pertanyaan, barang sampai tepat waktu, mesin sudah dicoba & dpt bekerja dgn baik. Semoga awet, thanks",Happy,seller ramah sabar jawab semua pertanyaan barang sampai tepat waktu mesin sudah dicoba dpt bekerja dgn baik semoga awet thanks
barang nya jos berfungsi dengan baik kualitas oke jadi membantu saya banget cuma awal pakek bingung kok gk bisa buka otomatisnya eh app saya ternyata yg gk suport cash drawernya mantul dah ????????,Happy,barang nya jos berfungsi dengan baik kualitas oke jadi membantu saya banget cuma awal pakek bingung kok gk bisa buka otomatisnya eh app saya ternyata yg gk suport cash drawernya mantul dah
"barang sangat bagus. no lecet, no rusak. super sekaliii. terimakasih, sukses selalu, jaga kesehatan ??????",Happy,barang sangat bagus no lecet no rusak super sekaliii terimakasih sukses selalu jaga kesehatan
"ditrima barangnya dg baik dan memuaskan, trimakasi ya toko Pedia smg sukses trus",Happy,ditrima barangnya dg baik dan memuaskan trimakasi ya toko pedia smg sukses trus
"5jam lgsg sampe, packing aman buble warp, kondisi barang sudah dicoba mantab lancar bagus hasilnya, penjual fast respon. Terima kasih seller.",Happy,5jam lgsg sampe packing aman buble warp kondisi barang sudah dicoba mantab lancar bagus hasilnya penjual fast respon terima kasih seller
Respon sangat profesional dan siap membantu dng semua pertanyaan. Pengiriman sangat cepat dan kwalitas barangnya sesuai.,Happy,respon sangat profesional dan siap membantu dng semua pertanyaan pengiriman sangat cepat dan kwalitas barangnya sesuai
"Mesin sesuai yg dibutuhkan. Cs nya juga ramah, menjawab semua pertanyaan apa yg kita butuhkan.",Happy,mesin sesuai yg dibutuhkan cs nya juga ramah menjawab semua pertanyaan apa yg kita butuhkan
"Barang sampai dengan selamat, fungsi Insya Allah berjalan dengan baik, tinggal penggunaannya masih belum mahir Barang oke mantap??",Happy,barang sampai dengan selamat fungsi insya allah berjalan dengan baik tinggal penggunaannya masih belum mahir barang oke mantap
pelayanan sangat memuaskan dan memberikan yang terbaik . penjual sangat responsif untuk menjelaskan kalau di tanyain,Happy,pelayanan sangat memuaskan dan memberikan yang terbaik penjual sangat responsif untuk menjelaskan kalau di tanyain
Mudah digunakan. Suara yang dihasilkan jernih. Produk berfungsi dengan baik.,Happy,mudah digunakan suara yang dihasilkan jernih produk berfungsi dengan baik
barangnya bagus bagus sesuai pesanan harganya terjangkau dan berkualitas terimakasih banyak Tokopedia kurir dan seller,Happy,barangnya bagus bagus sesuai pesanan harganya terjangkau dan berkualitas terimakasih banyak tokopedia kurir dan seller
jos mantap udah saya tes Nya normal semua tinggal coba hasil suaranya aja moga suaranya juga tanpa kendala,Happy,jos mantap udah saya tes nya normal semua tinggal coba hasil suaranya aja moga suaranya juga tanpa kendala
"Suara yang dihasilkan jernih.kalau ditambahkan kit giga bass tambah glerr,ditambah lg preeamp mic 2 tr bisa buat karaoke",Happy,suara yang dihasilkan jernihkalau ditambahkan kit giga bass tambah glerrditambah lg preeamp mic 2 tr bisa buat karaoke
"barang sesuai gambar, cuman perlu adaptor 12v lagi supaya bisa nyala. terima kasih juga buat kurirnya",Happy,barang sesuai gambar cuman perlu adaptor 12v lagi supaya bisa nyala terima kasih juga buat kurirnya
Seller Positive. Mini wireless keyboard berfungsi dengan baik. Terima kasih,Happy,seller positive mini wireless keyboard berfungsi dengan baik terima kasih
Terima kasih barang yg d terima bagus berfungsi semua packingnya juga oke jd barang aman sampai d rmh tanpa ada kerusakan,Happy,terima kasih barang yg d terima bagus berfungsi semua packingnya juga oke jd barang aman sampai d rmh tanpa ada kerusakan
keren banget barangnya. batrenya sumpah awet banget. volumenya juga gede dan ringan. cocok banget dibawa untuk lari atau work out. makasi min,Happy,keren banget barangnya batrenya sumpah awet banget volumenya juga gede dan ringan cocok banget dibawa untuk lari atau work out makasi min
barang sdh di terima dgn selamat dan barang nya muantaaap sekali.maju dan terus berkembang buat toko nya.,Happy,barang sdh di terima dgn selamat dan barang nya muantaaap sekalimaju dan terus berkembang buat toko nya
"Makasi gan barang dah sampai aman dan langsung dipakai, barangnya bagus, slalu memuaskan terus belanja disini",Happy,makasi gan barang dah sampai aman dan langsung dipakai barangnya bagus slalu memuaskan terus belanja disini
"Produk berfungsi dengan baik. Seller sangat komunikatif dan informatif. Dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu! Pengiriman sangat cepat padahal menggunakan yang bebas ongkir (dari Jakarta ke Surabaya). Alatnya kecil dan praktis, tapi sangat fungsional. Nggak hanya untuk nonton film, tapi juga live channel dalam dan luar negeri (waktu pertama tanya2, hanya nyari buat Netflix, NBA TV dan amazon prime. dapatnya lebih!). Tapi jangan lupa ya, kerja alat ini benar2 tergantung koneksi internet kita. Dia makin oke semuanya kalau internet kita top juga.",Happy,produk berfungsi dengan baik seller sangat komunikatif dan informatif dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu pengiriman sangat cepat padahal menggunakan yang bebas ongkir dari jakarta ke surabaya alatnya kecil dan praktis tapi sangat fungsional nggak hanya untuk nonton film tapi juga live channel dalam dan luar negeri waktu pertama tanya2 hanya nyari buat netflix nba tv dan amazon prime dapatnya lebih tapi jangan lupa ya kerja alat ini benar2 tergantung koneksi internet kita dia makin oke semuanya kalau internet kita top juga
"Barangnya original ??. Produk berfungsi dengan baik. Suara yang dihasilkan jernih. Mudah digunakan. asli ga nyesel transaksi disini,agan seller mau jelasin sejelas2nya masalah produk dan variasi2nya,sampe cara penggunaan alatnya sehingga berfungsi semuanya...",Happy,barangnya original produk berfungsi dengan baik suara yang dihasilkan jernih mudah digunakan asli ga nyesel transaksi disiniagan seller mau jelasin sejelas2nya masalah produk dan variasi2nyasampe cara penggunaan alatnya sehingga berfungsi semuanya
Solusi untuk yang pingin punya smart tv tanpa harus beli smart tv. Barang berfungsi seperti seharusnya.,Happy,solusi untuk yang pingin punya smart tv tanpa harus beli smart tv barang berfungsi seperti seharusnya
"mantab deh sesuai ekspektasi, lancar jaya ga ngelag meski ram cuma 2gb mungkin krn sudah di optimize dari mi nya, ui juga lebih simple dr tv box lain, overall puas",Happy,mantab deh sesuai ekspektasi lancar jaya ga ngelag meski ram cuma 2gb mungkin krn sudah di optimize dari mi nya ui juga lebih simple dr tv box lain overall puas
"Highly recomend ????Mantap seller ini pengiriman super kilat cuma 1x24jam sampai,ada yg kurang kirim saya wa cepat dibalas dan langsung dikirim kekurangannya,ramah,respon sangat baik.",Happy,highly recomend mantap seller ini pengiriman super kilat cuma 1x24jam sampaiada yg kurang kirim saya wa cepat dibalas dan langsung dikirim kekurangannyaramahrespon sangat baik
"barang sampai dengan baik, produk cukup bagus, suara tidak melengking, radio cukup jernih, semoga bermanfaat.",Happy,barang sampai dengan baik produk cukup bagus suara tidak melengking radio cukup jernih semoga bermanfaat
"Alhamdulillah paket sampai dgn cepat, suaranya jernih juga, ibu saya seneng bisa denger radio rodja lagi. Seller ramah dan responsif. Semoga awet produknya. Semoga berkah untuk seller",Happy,alhamdulillah paket sampai dgn cepat suaranya jernih juga ibu saya seneng bisa denger radio rodja lagi seller ramah dan responsif semoga awet produknya semoga berkah untuk seller
"Akhirnya kesampaian juga punya mp3 player. Terima kasih sudah menyediakan produk ini, sangat mudah di gunakan",Happy,akhirnya kesampaian juga punya mp3 player terima kasih sudah menyediakan produk ini sangat mudah di gunakan
"Seperti biasa pesanan cepat, seller juga fast respon",Happy,seperti biasa pesanan cepat seller juga fast respon
Harga murah kualitas baik,Happy,harga murah kualitas baik
"pengiriman cepat, barang sesuai",Happy,pengiriman cepat barang sesuai
"kecepatan pengiriman baik,packing rapi,pesanan sesuai,tx seller",Happy,kecepatan pengiriman baikpacking rapipesanan sesuaitx seller
Topinya bagus bahan nya,Happy,topinya bagus bahan nya
"bahan bagus, kualitas bagus sesuai harga",Happy,bahan bagus kualitas bagus sesuai harga
harga sesuai barang yah....,Happy,harga sesuai barang yah
Jamnya berfungsi normal. Bahannya bagus. Ukuran sesuai. Nyaman dipakai lama.,Happy,jamnya berfungsi normal bahannya bagus ukuran sesuai nyaman dipakai lama
"barangnya udah kami terima, terimakasih gan",Happy,barangnya udah kami terima terimakasih gan
barang bagus..cuma kurang teliti saat pengiriman.kabel charger salah yang magnetik tapi dapat kabel charger usb..selain it ok lah,Happy,barang baguscuma kurang teliti saat pengirimankabel charger salah yang magnetik tapi dapat kabel charger usbselain it ok lah
lumayan buat dipake hari2 tp ga ada certificatenya,Happy,lumayan buat dipake hari2 tp ga ada certificatenya
topi nya lembut tapi warna tidak sesuai dgn foto,Happy,topi nya lembut tapi warna tidak sesuai dgn foto
kualitas sesuai harganya,Happy,kualitas sesuai harganya
Ukuran sesuai. Bahannya tebal. Packaging-nya rapi. Respon penjualnya top.,Happy,ukuran sesuai bahannya tebal packagingnya rapi respon penjualnya top
"bahan dan model bagus, hanya saja size terlalu kecil udah up 1 size masih ngepas .Modelnya kekinian.",Happy,bahan dan model bagus hanya saja size terlalu kecil udah up 1 size masih ngepas modelnya kekinian
Ukuran sesuai. Bahannya tebal. Modelnya kekinian. Jahitannya rapi. Nyaman dipakai si kecil. Packaging-nya rapi.,Happy,ukuran sesuai bahannya tebal modelnya kekinian jahitannya rapi nyaman dipakai si kecil packagingnya rapi
Ukuran sesuai. Nyaman dipakai si kecil. Bahannya tebal. Jahitannya rapi. Modelnya kekinian. Packaging-nya rapi. Proses pesanan cepat. Packaging aman ??.,Happy,ukuran sesuai nyaman dipakai si kecil bahannya tebal jahitannya rapi modelnya kekinian packagingnya rapi proses pesanan cepat packaging aman
Ukuran sesuai. Packaging-nya rapi.,Happy,ukuran sesuai packagingnya rapi
"dikabarin yg elephant size 4L kosong, minta ganti chevron yg penting bs kembaran kk adek, bisa dongs. gausah diraguin, bahannya pasti adem",Happy,dikabarin yg elephant size 4l kosong minta ganti chevron yg penting bs kembaran kk adek bisa dongs gausah diraguin bahannya pasti adem
"Barang sesuai deskripsi, seller fast response. Delivery cepat",Happy,barang sesuai deskripsi seller fast response delivery cepat
"mantap, barang cepat sampai dan murah",Happy,mantap barang cepat sampai dan murah
agak tipis tapi ok lha,Happy,agak tipis tapi ok lha
"Bahan tipis, seller ramah, ekspedisi cpt",Happy,bahan tipis seller ramah ekspedisi cpt
Ukuran sesuai. Nyaman dipakai si kecil. Bahannya berkualitas. Proses pesanan cepat. Empuk buat jalan. Modelnya keren ??.,Happy,ukuran sesuai nyaman dipakai si kecil bahannya berkualitas proses pesanan cepat empuk buat jalan modelnya keren
Ukuran sesuai. Bahannya berkualitas. Nyaman dipakai si kecil. Modelnya keren ??.,Happy,ukuran sesuai bahannya berkualitas nyaman dipakai si kecil modelnya keren
"Empuk buat jalan. Bahannya berkualitas. Modelnya keren ??. bahannya ngga mengecewakan?? tapi ukuran nya kegedean padahal sudah saya ukur sebelum nya, tapi ngga masalah bisa buat jangka panjang ??",Happy,empuk buat jalan bahannya berkualitas modelnya keren bahannya ngga mengecewakan tapi ukuran nya kegedean padahal sudah saya ukur sebelum nya tapi ngga masalah bisa buat jangka panjang
Nyaman dipakai si kecil. Ukuran sesuai. Bahannya tebal. Bahannya berkualitas. Empuk buat jalan. Modelnya keren ??. Motifnya kekinian.,Happy,nyaman dipakai si kecil ukuran sesuai bahannya tebal bahannya berkualitas empuk buat jalan modelnya keren motifnya kekinian
"proses cepat, jahitan rapih??",Happy,proses cepat jahitan rapih
mantaaaaap jaya gan sukses dalam bisnis ini sangat penting untuk menjaga kualitas terbaik dan termurah dengan fitur rentang pencarian harga,Happy,mantaaaaap jaya gan sukses dalam bisnis ini sangat penting untuk menjaga kualitas terbaik dan termurah dengan fitur rentang pencarian harga
barang sesuai foto. kualitas lumayan sesuai harga. sejauh ini oke lah kalo brgtuu.. sukses selalu.,Happy,barang sesuai foto kualitas lumayan sesuai harga sejauh ini oke lah kalo brgtuu sukses selalu
"pengiriman cepat, harga murah. bahan sesuai harga",Happy,pengiriman cepat harga murah bahan sesuai harga
"barang sesuai keinginan, pengiriman cepat",Happy,barang sesuai keinginan pengiriman cepat
Barang sesuai pesanan,Happy,barang sesuai pesanan
puas banget sesuai pesanan terima kasih,Happy,puas banget sesuai pesanan terima kasih
makasih ka barang ok,Happy,makasih ka barang ok
"barang bagus sesuai harga, fast respon",Happy,barang bagus sesuai harga fast respon
"pengiriman cepat, tas tak mengecewakan",Happy,pengiriman cepat tas tak mengecewakan
